the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.95716243394503 40.7859796378952, -73.95703225625347 40.78616183917839))",1,Manhattan,"164,108","6,4","68,69","28,29","10,12",5 AVENUE,309939,2,34003,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,75.53895332
"MULTILINESTRING ((-73.96313459893999 40.77780805091605, -73.962767155899 40.778313040735384))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,326972,2,33935,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,210.2537869
"MULTILINESTRING ((-73.96322991899864 40.77767704747246, -73.96313459893999 40.77780805091605))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,326971,2,33935,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,54.54350258
"MULTILINESTRING ((-73.9562613094503 40.78722287622658, -73.95577735888108 40.78791392424386))",1,Manhattan,"111,164,108","6,4","68,69",29,"10,12",5 AVENUE,37705,2,33846,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,East Harlem (South),Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,285.2176613
"MULTILINESTRING ((-73.9646873588321 40.775677082045604, -73.96422820126546 40.77631030891719))",1,Manhattan,"164,108","6,4","73,67","28,29","10,12",5 AVENUE,37452,2,34070,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,263.4340679
"MULTILINESTRING ((-73.96844155970726 40.77051632627984, -73.96799327819457 40.77114723029605))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",5 AVENUE,36205,2,33932,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,261.2526917
"MULTILINESTRING ((-73.962767155899 40.778313040735384, -73.96230361508401 40.7789470408165))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37473,2,33942,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,264.2660642
"MULTILINESTRING ((-73.9604143061209 40.781524268137176, -73.95992094276416 40.7822129436666))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37581,2,33875,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,285.6975982
"MULTILINESTRING ((-73.95992094276416 40.7822129436666, -73.95946906071185 40.782833321355724))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37582,2,33881,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,258.356254
"MULTILINESTRING ((-73.97301487168086 40.76427887940357, -73.97255352328062 40.76489773191118))",1,Manhattan,"105,164,108","6,4","73,75","28,29","10,12",5 AVENUE,36023,2,32520,MN0802,MN,Regional,"Midtown-Times Square,Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,259.1690769
"MULTILINESTRING ((-73.95901176689057 40.78346128471956, -73.95856810052638 40.7840834437771))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37586,2,34059,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,257.8312074
"MULTILINESTRING ((-73.97209852378317 40.765517250427386, -73.97164774404149 40.76614246831999))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",5 AVENUE,36036,2,34046,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,259.7681128
"MULTILINESTRING ((-73.96799327819457 40.77114723029605, -73.96753398402107 40.77177618432158))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",5 AVENUE,37367,2,33929,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,262.0942356
"MULTILINESTRING ((-73.96753398402107 40.77177618432158, -73.9670394760346 40.772461218727436))",1,Manhattan,"164,108","6,4","73,67,75","28,29","10,12",5 AVENUE,37368,2,33934,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,284.6949397
"MULTILINESTRING ((-73.9670394760346 40.772461218727436, -73.96653617053347 40.7731403681043))",1,Manhattan,"164,108","6,4","73,67,75","28,29","10,12",5 AVENUE,37371,2,33827,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,284.0046069
"MULTILINESTRING ((-73.96653617053347 40.7731403681043, -73.96607448977016 40.77377298949017))",1,Manhattan,"164,108","6,4","73,67","28,29","10,12",5 AVENUE,37374,2,34029,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,263.5814982
"MULTILINESTRING ((-73.96372602675129 40.77700571807268, -73.96322991899864 40.77767704747246))",1,Manhattan,"164,108","6,4","73,69,67","28,29","10,12",5 AVENUE,37469,2,33861,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,280.5395563
"MULTILINESTRING ((-73.96230361508401 40.7789470408165, -73.96183836961258 40.77958419196854))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37483,2,33910,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,265.4983475
"MULTILINESTRING ((-73.96091016170163 40.780857035825065, -73.9604143061209 40.781524268137176))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37567,2,34039,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,279.2009596
"MULTILINESTRING ((-73.95946906071185 40.782833321355724, -73.95901176689057 40.78346128471956))",1,Manhattan,"164,108","6,4","73,69","28,29","10,12",5 AVENUE,37584,2,33866,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,261.4995117
"MULTILINESTRING ((-73.95810353455965 40.784713004600796, -73.95763599385062 40.78534345749877))",1,Manhattan,"164,108","6,4","73,68,69","28,29","10,12",5 AVENUE,37598,2,33974,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,263.6735245
"MULTILINESTRING ((-73.95671863109216 40.78660079359877, -73.9562613094503 40.78722287622658))",1,Manhattan,"164,108","6,4","68,69","28,29","10,12",5 AVENUE,37690,2,33915,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,259.627426
"MULTILINESTRING ((-73.99094521569951 40.73967337617503, -73.9905178429199 40.7402616881957))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,32821,2,32255,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,244.8834419
"MULTILINESTRING ((-73.99179768835617 40.73850365396217, -73.9913740722551 40.73908818739218))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,32815,2,32191,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,243.176107
"MULTILINESTRING ((-73.99265431055848 40.73733046756536, -73.99222484894415 40.737916984963235))",1,Manhattan,105,"3,2","66,75","28,27",12,5 AVENUE,32800,2,32207,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,6,244.5944562
"MULTILINESTRING ((-73.9931195347663 40.736691045835464, -73.99265431055848 40.73733046756536))",1,Manhattan,105,"3,2","66,75","28,27",12,5 AVENUE,32796,2,32209,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,6,266.257419
"MULTILINESTRING ((-73.99361688443895 40.73600449137932, -73.9931195347663 40.736691045835464))",1,Manhattan,"105,102","3,2","66,75","28,27","10,12",5 AVENUE,32793,2,30673,MN0501,MN,Regional,"Greenwich Village,Midtown South-Flatiron-Union Square",X,AREA OF MINIMAL FLOOD HAZARD,6,285.5939988
"MULTILINESTRING ((-73.9905178429199 40.7402616881957, -73.99007005875995 40.74088024485916))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,32825,2,32167,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,257.2634498
"MULTILINESTRING ((-73.9913740722551 40.73908818739218, -73.99094521569951 40.73967337617503))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,32818,2,32146,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,244.088515
"MULTILINESTRING ((-73.99007005875995 40.74088024485916, -73.98957565815402 40.741548080269965))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,33001,2,32211,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,279.2335423
"MULTILINESTRING ((-73.9919334995969 40.73831712883966, -73.99190139286321 40.73836122533708))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,314243,2,32245,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,18.36499631
"MULTILINESTRING ((-73.99190139286321 40.73836122533708, -73.99179768835617 40.73850365396217))",1,Manhattan,105,"3,2",75,28,12,5 AVENUE,314244,2,32245,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,59.31791079
"MULTILINESTRING ((-73.99222484894415 40.737916984963235, -73.9919334995969 40.73831712883966))",1,Manhattan,105,"3,2",75,"28,27",12,5 AVENUE,314237,2,32245,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,166.6497347
"MULTILINESTRING ((-73.97028165543672 40.76802503240725, -73.9698245530404 40.76864600894427))",1,Manhattan,"164,108","6,4","73,75","28,29","10,12",5 AVENUE,36196,2,33921,MN0802,MN,Regional,"Upper East Side-Carnegie Hill,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,259.2627459
"MULTILINESTRING ((-73.96286875073739 40.760824179621444, -73.96269457605776 40.76074605230073))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,36376,2,33765,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,56.02145576
"MULTILINESTRING ((-73.9677270589703 40.76285165207222, -73.96612747303149 40.762179299530004))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,36276,2,33877,MN0802,MN,Regional,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,506.3196258
"MULTILINESTRING ((-73.95926369617182 40.75928466502079, -73.95859213676813 40.75906769298037))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,36515,2,33800,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",202.1428778
"MULTILINESTRING ((-73.96269457605776 40.76074605230073, -73.96152208575701 40.76023036005373))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,36388,2,33765,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,375.2391831
"MULTILINESTRING ((-73.96612747303149 40.762179299530004, -73.96388310463935 40.76123328615687))",1,Manhattan,108,"5,4",73,28,12,EAST 60 STREET,36275,2,33605,MN0801,MN,Regional,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,710.8861258
"MULTILINESTRING ((-73.96152208575701 40.76023036005373, -73.96040104059583 40.759760934255546))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,326100,2,33697,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,354.5428977
"MULTILINESTRING ((-73.96040104059583 40.759760934255546, -73.95926369617182 40.75928466502079))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,326101,2,33697,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,"2,4",359.7028878
"MULTILINESTRING ((-73.96348693217894 40.76107350361184, -73.96311838159335 40.7609248596839))",1,Manhattan,108,5,73,28,12,EAST 60 STREET,335106,2,33765,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,115.572325
"MULTILINESTRING ((-73.96388310463935 40.76123328615687, -73.96348693217894 40.76107350361184))",1,Manhattan,108,"5,4",73,28,12,EAST 60 STREET,335105,2,33765,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,124.2336209
"MULTILINESTRING ((-73.97095664948043 40.764215685828894, -73.96943770584315 40.763583751296785))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,165478,2,33895,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,479.6410855
"MULTILINESTRING ((-73.96943770584315 40.763583751296785, -73.96933798758941 40.76354738044916))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,165479,2,33895,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,30.63747167
"MULTILINESTRING ((-73.96933798758941 40.76354738044916, -73.9692288482144 40.76350024597325))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,165486,2,34043,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,34.77009304
"MULTILINESTRING ((-73.9679043049518 40.76292820303351, -73.9677270589703 40.76285165207222))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,330760,2,34043,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,56.46873484
"MULTILINESTRING ((-73.9692288482144 40.76350024597325, -73.96892998567996 40.76337117663062))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,330753,2,34043,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,95.21271146
"MULTILINESTRING ((-73.96892998567996 40.76337117663062, -73.9679043049518 40.76292820303351))",1,Manhattan,108,4,73,28,12,EAST 60 STREET,330759,2,34043,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,326.7687221
"MULTILINESTRING ((-73.96727126729671 40.763480237585505, -73.9656695988094 40.762804555298516))",1,Manhattan,108,4,"73,76",28,12,EAST 61 STREET,36279,2,33657,MN0802,MN,Regional,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,507.4084069
"MULTILINESTRING ((-73.99056575526534 40.7732898347693, -73.99189637496876 40.77385626677741))",1,Manhattan,107,6,67,31,10,WEST 61 STREET,294828,2,33208,MN0701,MN,Regional,Upper West Side-Lincoln Square,"AE,X",",AREA OF MINIMAL FLOOD HAZARD","2,6",422.3936341
"MULTILINESTRING ((-73.98890632372782 40.77259888593357, -73.98953785991826 40.772863669465664))",1,Manhattan,107,6,67,"31,27",10,WEST 61 STREET,292096,2,33200,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,6,199.7598862
"MULTILINESTRING ((-73.96061459901527 40.76066847309121, -73.95880955467071 40.75991278574473))",1,Manhattan,108,5,"73,76",28,12,EAST 61 STREET,326078,2,33760,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","2,4",570.8358577
"MULTILINESTRING ((-73.96106754483334 40.7608580923308, -73.96061459901527 40.76066847309121))",1,Manhattan,108,5,"73,76",28,12,EAST 61 STREET,326077,2,33760,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,143.2395835
"MULTILINESTRING ((-73.95880955467071 40.75991278574473, -73.95816277699775 40.75963979067195))",1,Manhattan,108,5,"73,76",28,12,EAST 61 STREET,36540,2,33717,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2,4",204.9325323
"MULTILINESTRING ((-73.9656695988094 40.762804555298516, -73.96342391425931 40.76185858670923))",1,Manhattan,108,"5,4","73,76",28,12,EAST 61 STREET,36285,2,33664,MN0801,MN,Regional,"Upper East Side-Lenox Hill-Roosevelt Island,Upper East Side-Carnegie Hill",X,AREA OF MINIMAL FLOOD HAZARD,,711.192035
"MULTILINESTRING ((-73.96342391425931 40.76185858670923, -73.96243962673145 40.76144329951073))",1,Manhattan,108,"5,4","73,76",28,12,EAST 61 STREET,36381,2,33736,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,311.8370837
"MULTILINESTRING ((-73.96243962673145 40.76144329951073, -73.96106754483334 40.7608580923308))",1,Manhattan,108,5,"73,76",28,12,EAST 61 STREET,36392,2,33736,MN0801,MN,Regional,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,4,435.8175021
"MULTILINESTRING ((-73.9878983939241 40.77217456201455, -73.98801912788575 40.772225390018264))",1,Manhattan,107,6,67,"31,27",10,WEST 61 STREET,9001902,2,33200,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,6,38.22599289
"MULTILINESTRING ((-73.98706782705467 40.77182489559704, -73.98748364711777 40.771999956091406))",1,Manhattan,107,6,67,"31,27",10,WEST 61 STREET,333177,2,33200,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,131.6552954
"MULTILINESTRING ((-73.98669559355285 40.771668183687694, -73.98694595042014 40.77177358559521))",1,Manhattan,107,"3,6",67,"31,27",10,WEST 61 STREET,9001896,2,33200,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,79.26743782
"MULTILINESTRING ((-73.98694595042014 40.77177358559521, -73.98706782705467 40.77182489559704))",1,Manhattan,107,6,67,"31,27",10,WEST 61 STREET,9001897,2,33200,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,38.58812193
"MULTILINESTRING ((-73.98953785991826 40.772863669465664, -73.98997443460091 40.77304133428373))",1,Manhattan,107,6,67,"31,27",10,WEST 61 STREET,192778,2,33184,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,"2,6",137.1562622
"MULTILINESTRING ((-73.98997443460091 40.77304133428373, -73.99056575526534 40.7732898347693))",1,Manhattan,107,6,67,31,10,WEST 61 STREET,294852,2,33184,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,"2,6",187.140267
"MULTILINESTRING ((-73.98102290111753 40.76927283373321, -73.9819946619608 40.76968979670168))",1,Manhattan,"164,107","3,6",75,"29,27",10,WEST 61 STREET,164814,2,33050,MN0701,MN,Regional,"Upper West Side-Lincoln Square,Central Park",X,AREA OF MINIMAL FLOOD HAZARD,,309.0794395
"MULTILINESTRING ((-73.9819946619608 40.76968979670168, -73.98211703759343 40.76974230610275))",1,Manhattan,107,3,"67,75",27,10,WEST 61 STREET,164815,2,33050,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,38.92292644
"MULTILINESTRING ((-73.98211703759343 40.76974230610275, -73.98222934673532 40.76979032030941))",1,Manhattan,107,3,"67,75",27,10,WEST 61 STREET,164812,2,33149,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,35.68970499
"MULTILINESTRING ((-73.9704975048384 40.764841266439696, -73.96898699817419 40.76420414128257))",1,Manhattan,108,4,73,28,12,EAST 61 STREET,165482,2,33999,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,478.5032105
"MULTILINESTRING ((-73.96888862074881 40.76416094548939, -73.9687834026077 40.764112703134195))",1,Manhattan,108,4,73,28,12,EAST 61 STREET,165488,2,33954,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,34.036271
"MULTILINESTRING ((-73.9687834026077 40.764112703134195, -73.96727126729671 40.763480237585505))",1,Manhattan,108,4,73,28,12,EAST 61 STREET,165489,2,33954,MN0802,MN,Regional,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,478.0812068
"MULTILINESTRING ((-73.98222934673532 40.76979032030941, -73.98385516634498 40.77047959772446))",1,Manhattan,107,3,67,27,10,WEST 61 STREET,164813,2,33149,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,515.6216162
"MULTILINESTRING ((-73.98487946594899 40.7741556711071, -73.98642515142166 40.77482024188011))",1,Manhattan,107,6,67,"31,27",10,WEST 65 STREET,9002554,2,33177,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,491.8363127
"MULTILINESTRING ((-73.98655331293408 40.77487534425851, -73.98682172389123 40.77499074406871))",1,Manhattan,107,6,67,"31,27",10,WEST 65 STREET,9002563,2,33177,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,85.4070685
"MULTILINESTRING ((-73.98682172389123 40.77499074406871, -73.98694988724452 40.775045846004744))",1,Manhattan,107,6,67,"31,27",10,WEST 65 STREET,9002564,2,33177,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,40.78087751
"MULTILINESTRING ((-73.98642515142166 40.77482024188011, -73.98655331293408 40.77487534425851))",1,Manhattan,107,6,67,"31,27",10,WEST 65 STREET,9002562,2,33177,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,40.7805919
"MULTILINESTRING ((-73.98694988724452 40.775045846004744, -73.9877112379598 40.77537317237234))",1,Manhattan,107,6,67,"31,27",10,WEST 65 STREET,9002565,2,33177,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,242.2561904
"MULTILINESTRING ((-73.98207933874602 40.772990712320166, -73.98219661818575 40.77303225269132))",1,Manhattan,107,6,"67,75",27,10,WEST 65 STREET,34467,2,33102,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,35.83639172
"MULTILINESTRING ((-73.98231645394999 40.773082735329226, -73.98408639881589 40.773823684900385))",1,Manhattan,107,6,67,27,10,WEST 65 STREET,330274,2,33085,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,559.6436012
"MULTILINESTRING ((-73.98408639881589 40.773823684900385, -73.98487946594899 40.7741556711071))",1,Manhattan,107,6,67,"31,27",10,WEST 65 STREET,330275,2,33085,MN0701,MN,Regional,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,250.7579437
